# This file contains all non-dominated populations of all generations.
RS#	Cum.Gen	Index	Objective1	Objective2	Rank	CrowdingDistance	FieldID_1	FieldID_2	FieldID_3	FieldID_4	FieldID_5	FieldID_6	FieldID_7	FieldID_8	FieldID_9	FieldID_10	FieldID_11	FieldID_12	FieldID_13	FieldID_14	FieldID_15	FieldID_16	FieldID_17	FieldID_18	FieldID_19	FieldID_20	FieldID_21	FieldID_22	FieldID_23	FieldID_24	FieldID_25	FieldID_26	FieldID_27	FieldID_28	FieldID_29	FieldID_30	FieldID_31	FieldID_32	FieldID_33	FieldID_34	FieldID_35	FieldID_36	FieldID_37	FieldID_38	FieldID_39	FieldID_40	FieldID_41	FieldID_42	FieldID_43	FieldID_44	FieldID_45	FieldID_46	FieldID_47	FieldID_48	FieldID_49	FieldID_50	FieldID_51	FieldID_52	FieldID_53	FieldID_54	FieldID_55	FieldID_56	FieldID_57	FieldID_58	FieldID_59	FieldID_60	FieldID_61
0	16	1	-3.416004e+01	1.604974e+07	1	1.000000e+14	2	0	1	0	3	2	3	0	0	0	0	0	0	2	0	3	0	0	0	2	0	0	3	0	3	0	3	0	0	2	0	2	0	0	0	3	1	1	0	2	2	0	3	0	0	0	2	0	0	3	3	1	0	0	0	0	3	0	0	2	3	
0	16	2	-3.268205e+01	1.617975e+07	1	1.000000e+14	2	0	1	0	3	2	3	0	0	0	0	0	0	2	0	3	0	2	0	1	0	0	3	0	3	0	3	0	0	2	0	2	0	0	0	3	1	1	0	2	2	0	3	0	0	0	2	0	0	3	3	1	0	0	0	0	3	0	0	2	3	
0	17	1	-3.459441e+01	1.610418e+07	1	1.000000e+14	2	0	1	0	3	2	3	0	0	0	0	0	0	2	0	3	0	0	0	3	0	0	3	0	3	0	3	0	0	2	0	2	0	0	0	3	1	1	0	2	2	0	3	0	0	0	2	0	0	3	3	1	0	0	0	0	3	0	0	2	3	
0	17	2	-3.268205e+01	1.617975e+07	1	1.000000e+14	2	0	1	0	3	2	3	0	0	0	0	0	0	2	0	3	0	2	0	1	0	0	3	0	3	0	3	0	0	2	0	2	0	0	0	3	1	1	0	2	2	0	3	0	0	0	2	0	0	3	3	1	0	0	0	0	3	0	0	2	3	
0	17	3	-3.416004e+01	1.604974e+07	1	1.000000e+14	2	0	1	0	3	2	3	0	0	0	0	0	0	2	0	3	0	0	0	2	0	0	3	0	3	0	3	0	0	2	0	2	0	0	0	3	1	1	0	2	2	0	3	0	0	0	2	0	0	3	3	1	0	0	0	0	3	0	0	2	3	
0	18	1	-3.427998e+01	1.602706e+07	1	4.372997e-02	2	0	1	0	3	2	3	0	0	0	0	0	0	2	0	3	0	0	0	2	0	0	3	0	3	0	3	0	0	2	0	2	0	0	0	3	1	1	0	2	2	0	3	0	0	0	2	0	0	3	3	0	0	0	0	0	3	0	0	2	3	
0	18	2	-3.268205e+01	1.617975e+07	1	1.000000e+14	2	0	1	0	3	2	3	0	0	0	0	0	0	2	0	3	0	2	0	1	0	0	3	0	3	0	3	0	0	2	0	2	0	0	0	3	1	1	0	2	2	0	3	0	0	0	2	0	0	3	3	1	0	0	0	0	3	0	0	2	3	
0	18	3	-3.459441e+01	1.610418e+07	1	1.000000e+14	2	0	1	0	3	2	3	0	0	0	0	0	0	2	0	3	0	0	0	3	0	0	3	0	3	0	3	0	0	2	0	2	0	0	0	3	1	1	0	2	2	0	3	0	0	0	2	0	0	3	3	1	0	0	0	0	3	0	0	2	3	
0	19	1	-3.459441e+01	1.610418e+07	1	1.000000e+14	2	0	1	0	3	2	3	0	0	0	0	0	0	2	0	3	0	0	0	3	0	0	3	0	3	0	3	0	0	2	0	2	0	0	0	3	1	1	0	2	2	0	3	0	0	0	2	0	0	3	3	1	0	0	0	0	3	0	0	2	3	
0	19	2	-3.268205e+01	1.617975e+07	1	1.000000e+14	2	0	1	0	3	2	3	0	0	0	0	0	0	2	0	3	0	2	0	1	0	0	3	0	3	0	3	0	0	2	0	2	0	0	0	3	1	1	0	2	2	0	3	0	0	0	2	0	0	3	3	1	0	0	0	0	3	0	0	2	3	
0	19	3	-3.427998e+01	1.602706e+07	1	4.372997e-02	2	0	1	0	3	2	3	0	0	0	0	0	0	2	0	3	0	0	0	2	0	0	3	0	3	0	3	0	0	2	0	2	0	0	0	3	1	1	0	2	2	0	3	0	0	0	2	0	0	3	3	0	0	0	0	0	3	0	0	2	3	
0	20	1	-3.486418e+01	1.623175e+07	1	1.000000e+14	2	3	1	0	0	2	3	0	0	3	3	0	0	2	0	3	0	2	0	1	0	0	3	0	3	0	0	0	0	2	0	2	0	0	0	3	1	2	0	0	2	0	3	0	0	0	3	0	0	3	1	1	0	0	0	0	0	0	0	2	0	
0	21	1	-3.486418e+01	1.623175e+07	1	1.000000e+14	2	3	1	0	0	2	3	0	0	3	3	0	0	2	0	3	0	2	0	1	0	0	3	0	3	0	0	0	0	2	0	2	0	0	0	3	1	2	0	0	2	0	3	0	0	0	3	0	0	3	1	1	0	0	0	0	0	0	0	2	0	
0	22	1	-3.486418e+01	1.623175e+07	1	1.000000e+14	2	3	1	0	0	2	3	0	0	3	3	0	0	2	0	3	0	2	0	1	0	0	3	0	3	0	0	0	0	2	0	2	0	0	0	3	1	2	0	0	2	0	3	0	0	0	3	0	0	3	1	1	0	0	0	0	0	0	0	2	0	
0	23	1	-3.486418e+01	1.623175e+07	1	1.000000e+14	2	3	1	0	0	2	3	0	0	3	3	0	0	2	0	3	0	2	0	1	0	0	3	0	3	0	0	0	0	2	0	2	0	0	0	3	1	2	0	0	2	0	3	0	0	0	3	0	0	3	1	1	0	0	0	0	0	0	0	2	0	
0	24	1	-3.486418e+01	1.623175e+07	1	1.000000e+14	2	3	1	0	0	2	3	0	0	3	3	0	0	2	0	3	0	2	0	1	0	0	3	0	3	0	0	0	0	2	0	2	0	0	0	3	1	2	0	0	2	0	3	0	0	0	3	0	0	3	1	1	0	0	0	0	0	0	0	2	0	
0	25	1	-3.486418e+01	1.623175e+07	1	1.000000e+14	2	3	1	0	0	2	3	0	0	3	3	0	0	2	0	3	0	2	0	1	0	0	3	0	3	0	0	0	0	2	0	2	0	0	0	3	1	2	0	0	2	0	3	0	0	0	3	0	0	3	1	1	0	0	0	0	0	0	0	2	0	
0	26	1	-3.486418e+01	1.623175e+07	1	1.000000e+14	2	3	1	0	0	2	3	0	0	3	3	0	0	2	0	3	0	2	0	1	0	0	3	0	3	0	0	0	0	2	0	2	0	0	0	3	1	2	0	0	2	0	3	0	0	0	3	0	0	3	1	1	0	0	0	0	0	0	0	2	0	
0	27	1	-3.486418e+01	1.623175e+07	1	1.000000e+14	2	3	1	0	0	2	3	0	0	3	3	0	0	2	0	3	0	2	0	1	0	0	3	0	3	0	0	0	0	2	0	2	0	0	0	3	1	2	0	0	2	0	3	0	0	0	3	0	0	3	1	1	0	0	0	0	0	0	0	2	0	
0	28	1	-3.486418e+01	1.623175e+07	1	1.000000e+14	2	3	1	0	0	2	3	0	0	3	3	0	0	2	0	3	0	2	0	1	0	0	3	0	3	0	0	0	0	2	0	2	0	0	0	3	1	2	0	0	2	0	3	0	0	0	3	0	0	3	1	1	0	0	0	0	0	0	0	2	0	
0	29	1	-3.486418e+01	1.623175e+07	1	1.000000e+14	2	3	1	0	0	2	3	0	0	3	3	0	0	2	0	3	0	2	0	1	0	0	3	0	3	0	0	0	0	2	0	2	0	0	0	3	1	2	0	0	2	0	3	0	0	0	3	0	0	3	1	1	0	0	0	0	0	0	0	2	0	
0	30	1	-3.715182e+01	1.660443e+07	1	1.000000e+14	2	3	1	0	0	2	3	0	0	3	3	0	0	2	0	3	0	2	0	1	0	0	3	0	3	0	0	0	0	3	0	2	0	0	0	3	1	2	0	0	2	0	3	0	0	0	3	0	0	3	1	1	0	0	0	0	0	0	0	2	3	
0	31	1	-3.715182e+01	1.660443e+07	1	1.000000e+14	2	3	1	0	0	2	3	0	0	3	3	0	0	2	0	3	0	2	0	1	0	0	3	0	3	0	0	0	0	3	0	2	0	0	0	3	1	2	0	0	2	0	3	0	0	0	3	0	0	3	1	1	0	0	0	0	0	0	0	2	3	
0	32	1	-3.715182e+01	1.660443e+07	1	1.000000e+14	2	3	1	0	0	2	3	0	0	3	3	0	0	2	0	3	0	2	0	1	0	0	3	0	3	0	0	0	0	3	0	2	0	0	0	3	1	2	0	0	2	0	3	0	0	0	3	0	0	3	1	1	0	0	0	0	0	0	0	2	3	
0	33	1	-3.790118e+01	1.693184e+07	1	1.000000e+14	2	3	1	0	0	2	3	0	0	3	3	0	0	2	0	3	0	2	0	1	0	0	3	0	3	0	0	0	0	3	0	2	0	0	0	3	1	2	0	0	2	0	3	0	0	0	3	0	0	3	1	1	0	0	3	0	0	0	0	2	3	
0	34	1	-3.829268e+01	1.664412e+07	1	1.000000e+14	2	3	1	0	0	2	3	0	0	3	3	0	0	1	0	3	0	2	0	1	0	0	3	0	3	0	0	0	0	3	0	2	0	0	0	3	1	2	0	0	2	0	3	0	0	0	3	0	2	3	1	1	0	0	0	0	0	0	0	2	3	
0	35	1	-3.829268e+01	1.664412e+07	1	1.000000e+14	2	3	1	0	0	2	3	0	0	3	3	0	0	1	0	3	0	2	0	1	0	0	3	0	3	0	0	0	0	3	0	2	0	0	0	3	1	2	0	0	2	0	3	0	0	0	3	0	2	3	1	1	0	0	0	0	0	0	0	2	3	
0	36	1	-3.829268e+01	1.664412e+07	1	1.000000e+14	2	3	1	0	0	2	3	0	0	3	3	0	0	1	0	3	0	2	0	1	0	0	3	0	3	0	0	0	0	3	0	2	0	0	0	3	1	2	0	0	2	0	3	0	0	0	3	0	2	3	1	1	0	0	0	0	0	0	0	2	3	
0	37	1	-3.854469e+01	1.670115e+07	1	1.000000e+14	2	3	1	0	0	2	3	0	0	3	3	0	0	1	0	3	0	2	0	1	0	0	3	0	3	0	0	0	0	3	0	2	0	0	0	3	1	2	0	0	2	0	3	0	0	0	3	0	2	3	1	1	0	0	0	0	0	0	0	3	3	
0	38	1	-3.854469e+01	1.670115e+07	1	1.000000e+14	2	3	1	0	0	2	3	0	0	3	3	0	0	1	0	3	0	2	0	1	0	0	3	0	3	0	0	0	0	3	0	2	0	0	0	3	1	2	0	0	2	0	3	0	0	0	3	0	2	3	1	1	0	0	0	0	0	0	0	3	3	
0	39	1	-3.854469e+01	1.670115e+07	1	1.000000e+14	2	3	1	0	0	2	3	0	0	3	3	0	0	1	0	3	0	2	0	1	0	0	3	0	3	0	0	0	0	3	0	2	0	0	0	3	1	2	0	0	2	0	3	0	0	0	3	0	2	3	1	1	0	0	0	0	0	0	0	3	3	
0	40	1	-3.949057e+01	1.714454e+07	1	1.000000e+14	2	3	1	0	0	2	3	0	0	3	3	0	0	3	0	3	0	2	0	1	0	0	3	0	3	0	0	0	0	3	0	2	0	0	0	3	1	2	0	2	0	0	1	0	0	0	3	0	2	3	1	1	0	0	0	0	0	0	0	3	3	
0	41	1	-3.949057e+01	1.714454e+07	1	1.000000e+14	2	3	1	0	0	2	3	0	0	3	3	0	0	3	0	3	0	2	0	1	0	0	3	0	3	0	0	0	0	3	0	2	0	0	0	3	1	2	0	2	0	0	1	0	0	0	3	0	2	3	1	1	0	0	0	0	0	0	0	3	3	
0	42	1	-3.949057e+01	1.714454e+07	1	1.000000e+14	2	3	1	0	0	2	3	0	0	3	3	0	0	3	0	3	0	2	0	1	0	0	3	0	3	0	0	0	0	3	0	2	0	0	0	3	1	2	0	2	0	0	1	0	0	0	3	0	2	3	1	1	0	0	0	0	0	0	0	3	3	
0	43	1	-4.100359e+01	1.713725e+07	1	1.000000e+14	2	3	1	0	0	2	3	0	0	3	3	0	0	3	0	3	0	2	0	1	0	0	3	0	3	0	0	0	0	3	0	2	0	0	0	3	1	2	0	2	0	0	1	0	0	0	3	0	2	3	0	2	0	0	0	0	0	0	0	3	3	
0	44	1	-4.100359e+01	1.713725e+07	1	1.000000e+14	2	3	1	0	0	2	3	0	0	3	3	0	0	3	0	3	0	2	0	1	0	0	3	0	3	0	0	0	0	3	0	2	0	0	0	3	1	2	0	2	0	0	1	0	0	0	3	0	2	3	0	2	0	0	0	0	0	0	0	3	3	
0	45	1	-4.100359e+01	1.713725e+07	1	1.000000e+14	2	3	1	0	0	2	3	0	0	3	3	0	0	3	0	3	0	2	0	1	0	0	3	0	3	0	0	0	0	3	0	2	0	0	0	3	1	2	0	2	0	0	1	0	0	0	3	0	2	3	0	2	0	0	0	0	0	0	0	3	3	
0	46	1	-4.100359e+01	1.713725e+07	1	1.000000e+14	2	3	1	0	0	2	3	0	0	3	3	0	0	3	0	3	0	2	0	1	0	0	3	0	3	0	0	0	0	3	0	2	0	0	0	3	1	2	0	2	0	0	1	0	0	0	3	0	2	3	0	2	0	0	0	0	0	0	0	3	3	
0	47	1	-4.100359e+01	1.713725e+07	1	1.000000e+14	2	3	1	0	0	2	3	0	0	3	3	0	0	3	0	3	0	2	0	1	0	0	3	0	3	0	0	0	0	3	0	2	0	0	0	3	1	2	0	2	0	0	1	0	0	0	3	0	2	3	0	2	0	0	0	0	0	0	0	3	3	
0	48	1	-4.100359e+01	1.713725e+07	1	1.000000e+14	2	3	1	0	0	2	3	0	0	3	3	0	0	3	0	3	0	2	0	1	0	0	3	0	3	0	0	0	0	3	0	2	0	0	0	3	1	2	0	2	0	0	1	0	0	0	3	0	2	3	0	2	0	0	0	0	0	0	0	3	3	
0	49	1	-4.186991e+01	1.712024e+07	1	1.000000e+14	2	3	1	0	0	2	3	0	0	3	3	0	0	3	0	3	0	2	0	0	0	0	3	0	3	0	0	0	0	3	0	2	0	0	0	3	1	2	0	2	0	0	1	0	0	0	3	0	2	3	0	2	0	0	0	0	0	0	0	3	3	
